CP_municipio,Municipio,Codigo Estado,Codigo min de municipio,Codigo max de municipio,Zona horaria
01001,Aguascalientes,01,20000,20396,Tiempo del Centro
01002,Asientos,01,20700,20799,Tiempo del Centro
01003,Calvillo,01,20800,20890,Tiempo del Centro
01004,Cosío,01,20460,20478,Tiempo del Centro
01005,Jesús María,01,20900,20997,Tiempo del Centro
01006,Pabellón de Arteaga,01,20663,20687,Tiempo del Centro
01007,Rincón de Romos,01,20400,20454,Tiempo del Centro
01008,San José de Gracia,01,20500,20590,Tiempo del Centro
01009,Tepezalá,01,20600,20659,Tiempo del Centro
01010,El Llano,01,20330,20339,Tiempo del Centro
01011,San Francisco de los Romo,01,20300,20358,Tiempo del Centro
02001,Ensenada,02,22750,22997,Tiempo del Noroeste en Frontera
02002,Mexicali,02,21000,21980,Tiempo del Noroeste en Frontera
02003,Tecate,02,21400,21573,Tiempo del Noroeste en Frontera
02004,Tijuana,02,22000,22667,Tiempo del Noroeste en Frontera
02005,Playas de Rosarito,02,22700,22746,Tiempo del Noroeste en Frontera
03001,Comondú,03,23600,23873,Tiempo del Pacífico
03002,Mulegé,03,23900,23997,Tiempo del Pacífico
03003,La Paz,03,23000,23395,Tiempo del Pacífico
03008,Los Cabos,03,23400,23597,Tiempo del Pacífico
03009,Loreto,03,23880,23899,Tiempo del Pacífico
04001,Calkiní,04,24900,24936,Tiempo del Centro
04002,Campeche,04,24000,24576,Tiempo del Centro
04003,Carmen,04,24100,24328,Tiempo del Centro
04004,Champotón,04,24400,24495,Tiempo del Centro
04005,Hecelchakán,04,24800,24863,Tiempo del Centro
04006,Hopelchén,04,24600,24678,Tiempo del Centro
04007,Palizada,04,24200,24208,Tiempo del Centro
04008,Tenabo,04,24700,24734,Tiempo del Centro
04009,Escárcega,04,24350,24377,Tiempo del Centro
04010,Calakmul,04,24640,24658,Tiempo del Centro
04011,Candelaria,04,24330,24348,Tiempo del Centro
05001,Abasolo,05,25540,25567,Tiempo del Centro
05002,Acuña,05,26200,26328,Tiempo del Centro en Frontera
05003,Allende,05,26530,26597,Tiempo del Centro
05004,Arteaga,05,25350,25399,Tiempo del Centro
05005,Candela,05,25570,25590,Tiempo del Centro
05006,Castaños,05,25870,25898,Tiempo del Centro
05007,Cuatro Ciénegas,05,27640,27695,Tiempo del Centro
05008,Escobedo,05,25470,25496,Tiempo del Centro
05009,Francisco I. Madero,05,27900,27938,Tiempo del Centro
05010,Frontera,05,25600,25823,Tiempo del Centro
05011,General Cepeda,05,25950,25998,Tiempo del Centro
05012,Guerrero,05,26640,26662,Tiempo del Centro en Frontera
05013,Hidalgo,05,26670,26670,Tiempo del Centro en Frontera
05014,Jiménez,05,26400,26435,Tiempo del Centro en Frontera
05015,Juárez,05,25400,25419,Tiempo del Centro
05016,Lamadrid,05,27700,27739,Tiempo del Centro
05017,Matamoros,05,27440,27478,Tiempo del Centro
05018,Monclova,05,25700,25866,Tiempo del Centro
05019,Morelos,05,26500,26526,Tiempo del Centro
05020,Múzquiz,05,26340,26370,Tiempo del Centro
05021,Nadadores,05,27550,27588,Tiempo del Centro
05022,Nava,05,26170,26193,Tiempo del Centro en Frontera
05023,Ocampo,05,27500,27549,Tiempo del Centro en Frontera
05024,Parras,05,27980,27997,Tiempo del Centro
05025,Piedras Negras,05,26000,26140,Tiempo del Centro en Frontera
05026,Progreso,05,25420,25469,Tiempo del Centro
05027,Ramos Arizpe,05,25900,25949,Tiempo del Centro
05028,Sabinas,05,26700,26980,Tiempo del Centro
05029,Sacramento,05,27750,27780,Tiempo del Centro
05030,Saltillo,05,25000,25348,Tiempo del Centro
05031,San Buenaventura,05,25500,25536,Tiempo del Centro
05032,San Juan de Sabinas,05,26800,26942,Tiempo del Centro
05033,San Pedro,05,27800,27977,Tiempo del Centro
05034,Sierra Mojada,05,27600,27626,Tiempo del Centro
05035,Torreón,05,27000,27438,Tiempo del Centro
05036,Viesca,05,27480,27499,Tiempo del Centro
05037,Villa Unión,05,26600,26637,Tiempo del Centro
05038,Zaragoza,05,26450,26486,Tiempo del Centro en Frontera
06001,Armería,06,28300,28362,Tiempo del Centro
06002,Colima,06,28000,28668,Tiempo del Centro
06003,Comala,06,28450,28469,Tiempo del Centro
06004,Coquimatlán,06,28400,28410,Tiempo del Centro
06005,Cuauhtémoc,06,28500,28599,Tiempo del Centro
06006,Ixtlahuacán,06,28700,28736,Tiempo del Centro
06007,Manzanillo,06,28200,28886,Tiempo del Centro
06008,Minatitlán,06,28750,28796,Tiempo del Centro
06009,Tecomán,06,28100,28947,Tiempo del Centro
06010,Villa de Álvarez,06,28950,28989,Tiempo del Centro
07001,Acacoyagua,07,30590,30597,Tiempo del Centro
07002,Acala,07,29370,29387,Tiempo del Centro
07003,Acapetahua,07,30580,30587,Tiempo del Centro
07004,Altamirano,07,30190,30197,Tiempo del Centro
07005,Amatán,07,29700,29708,Tiempo del Centro
07006,Amatenango de la Frontera,07,30930,30946,Tiempo del Centro
07007,Amatenango del Valle,07,29430,29439,Tiempo del Centro
07008,Angel Albino Corzo,07,30370,30389,Tiempo del Centro
07009,Arriaga,07,30450,30465,Tiempo del Centro
07010,Bejucal de Ocampo,07,30950,30957,Tiempo del Centro
07011,Bella Vista,07,30130,30137,Tiempo del Centro
07012,Berriozábal,07,29130,29136,Tiempo del Centro
07013,Bochil,07,29770,29777,Tiempo del Centro
07014,El Bosque,07,29840,29848,Tiempo del Centro
07015,Cacahoatán,07,30890,30898,Tiempo del Centro
07016,Catazajá,07,29980,29997,Tiempo del Centro
07017,Cintalapa,07,30400,30429,Tiempo del Centro
07018,Coapilla,07,29650,29655,Tiempo del Centro
07019,Comitán de Domínguez,07,30000,30109,Tiempo del Centro
07020,La Concordia,07,30360,30369,Tiempo del Centro
07021,Copainalá,07,29620,29636,Tiempo del Centro
07022,Chalchihuitán,07,29850,29857,Tiempo del Centro
07023,Chamula,07,29320,29337,Tiempo del Centro
07024,Chanal,07,29440,29446,Tiempo del Centro
07025,Chapultenango,07,29690,29694,Tiempo del Centro
07026,Chenalhó,07,29870,29876,Tiempo del Centro
07027,Chiapa de Corzo,07,29160,29183,Tiempo del Centro
07028,Chiapilla,07,29390,29395,Tiempo del Centro
07029,Chicoasén,07,29640,29640,Tiempo del Centro
07030,Chicomuselo,07,30120,30129,Tiempo del Centro
07031,Chilón,07,29940,29949,Tiempo del Centro
07032,Escuintla,07,30600,30617,Tiempo del Centro
07033,Francisco León,07,29560,29564,Tiempo del Centro
07034,Frontera Comalapa,07,30140,30155,Tiempo del Centro
07035,Frontera Hidalgo,07,30850,30858,Tiempo del Centro
07036,La Grandeza,07,30960,30967,Tiempo del Centro
07037,Huehuetán,07,30660,30677,Tiempo del Centro
07038,Huixtán,07,29470,29477,Tiempo del Centro
07039,Huitiupán,07,29710,29717,Tiempo del Centro
07040,Huixtla,07,30640,30649,Tiempo del Centro
07041,La Independencia,07,30170,30178,Tiempo del Centro
07042,Ixhuatán,07,29720,29729,Tiempo del Centro
07043,Ixtacomitán,07,29570,29579,Tiempo del Centro
07044,Ixtapa,07,29340,29349,Tiempo del Centro
07045,Ixtapangajoya,07,29590,29598,Tiempo del Centro
07046,Jiquipilas,07,30430,30449,Tiempo del Centro
07047,Jitotol,07,29760,29768,Tiempo del Centro
07048,Juárez,07,29510,29519,Tiempo del Centro
07049,Larráinzar,07,29860,29866,Tiempo del Centro
07050,La Libertad,07,29970,29977,Tiempo del Centro
07051,Mapastepec,07,30560,30577,Tiempo del Centro
07052,Las Margaritas,07,30185,30240,Tiempo del Centro
07053,Mazapa de Madero,07,30920,30927,Tiempo del Centro
07054,Mazatán,07,30650,30656,Tiempo del Centro
07055,Metapa,07,30860,30862,Tiempo del Centro
07056,Mitontic,07,29490,29495,Tiempo del Centro
07057,Motozintla,07,30900,30919,Tiempo del Centro
07058,Nicolás Ruíz,07,30340,30340,Tiempo del Centro
07059,Ocosingo,07,29935,29954,Tiempo del Centro
07060,Ocotepec,07,29680,29687,Tiempo del Centro
07061,Ocozocoautla de Espinosa,07,29140,29149,Tiempo del Centro
07062,Ostuacán,07,29550,29557,Tiempo del Centro
07063,Osumacinta,07,29190,29191,Tiempo del Centro
07064,Oxchuc,07,29450,29463,Tiempo del Centro
07065,Palenque,07,29960,29969,Tiempo del Centro
07066,Pantelhó,07,29880,29887,Tiempo del Centro
07067,Pantepec,07,29660,29661,Tiempo del Centro
07068,Pichucalco,07,29520,29537,Tiempo del Centro
07069,Pijijiapan,07,30540,30559,Tiempo del Centro
07070,El Porvenir,07,30970,30977,Tiempo del Centro
07071,Villa Comaltitlán,07,30620,30637,Tiempo del Centro
07072,Pueblo Nuevo Solistahuacán,07,29750,29756,Tiempo del Centro
07073,Rayón,07,29740,29746,Tiempo del Centro
07074,Reforma,07,29500,29509,Tiempo del Centro
07075,Las Rosas,07,30350,30358,Tiempo del Centro
07076,Sabanilla,07,29800,29816,Tiempo del Centro
07077,Salto de Agua,07,29900,29908,Tiempo del Centro
07078,San Cristóbal de las Casas,07,29200,29316,Tiempo del Centro
07079,San Fernando,07,29120,29129,Tiempo del Centro
07080,Siltepec,07,30980,30997,Tiempo del Centro
07081,Simojovel,07,29820,29837,Tiempo del Centro
07082,Sitalá,07,29890,29896,Tiempo del Centro
07083,Socoltenango,07,30390,30397,Tiempo del Centro
07084,Solosuchiapa,07,29580,29588,Tiempo del Centro
07085,Soyaló,07,29780,29783,Tiempo del Centro
07086,Suchiapa,07,29150,29151,Tiempo del Centro
07087,Suchiate,07,30840,30849,Tiempo del Centro
07088,Sunuapa,07,29540,29547,Tiempo del Centro
07089,Tapachula,07,30700,30839,Tiempo del Centro
07090,Tapalapa,07,29670,29670,Tiempo del Centro
07091,Tapilula,07,29730,29737,Tiempo del Centro
07092,Tecpatán,07,29610,29619,Tiempo del Centro
07093,Tenejapa,07,29480,29489,Tiempo del Centro
07094,Teopisca,07,29410,29420,Tiempo del Centro
07096,Tila,07,29910,29919,Tiempo del Centro
07097,Tonalá,07,30500,30519,Tiempo del Centro
07098,Totolapa,07,30330,30330,Tiempo del Centro
07099,La Trinitaria,07,30160,30168,Tiempo del Centro
07100,Tumbalá,07,29920,29925,Tiempo del Centro
07101,Tuxtla Gutiérrez,07,29000,29112,Tiempo del Centro
07102,Tuxtla Chico,07,30866,30877,Tiempo del Centro
07103,Tuzantán,07,30680,30695,Tiempo del Centro
07104,Tzimol,07,30110,30116,Tiempo del Centro
07105,Unión Juárez,07,30880,30885,Tiempo del Centro
07106,Venustiano Carranza,07,30200,30315,Tiempo del Centro
07107,Villa Corzo,07,30520,30537,Tiempo del Centro
07108,Villaflores,07,30470,30499,Tiempo del Centro
07109,Yajalón,07,29926,29932,Tiempo del Centro
07110,San Lucas,07,29400,29405,Tiempo del Centro
07111,Zinacantán,07,29350,29369,Tiempo del Centro
07112,San Juan Cancuc,07,29790,29798,Tiempo del Centro
07113,Aldama,07,29877,29879,Tiempo del Centro
07114,Benemérito de las Américas,07,29955,29956,Tiempo del Centro
07115,Maravilla Tenejapa,07,30180,30184,Tiempo del Centro
07116,Marqués de Comillas,07,29957,29959,Tiempo del Centro
07117,Montecristo de Guerrero,07,30380,30383,Tiempo del Centro
07118,San Andrés Duraznal,07,29827,29829,Tiempo del Centro
07119,Santiago el Pinar,07,29867,29869,Tiempo del Centro
07120,Capitán Luis Ángel Vidal,07,30995,30996,Tiempo del Centro
07121,Rincón Chamula San Pedro,07,29759,29759,Tiempo del Centro
07122,El Parral,07,30528,30530,Tiempo del Centro
07123,Emiliano Zapata,07,29380,29386,Tiempo del Centro
07124,Mezcalapa,07,29600,29609,Tiempo del Centro
08001,Ahumada,08,32800,32847,Tiempo del Pacífico
08002,Aldama,08,32900,32949,Tiempo del Pacífico
08003,Allende,08,33920,33939,Tiempo del Pacífico
08004,Aquiles Serdán,08,31650,31657,Tiempo del Pacífico
08005,Ascensión,08,31820,31837,Tiempo del Pacífico en Frontera
08006,Bachíniva,08,31660,31677,Tiempo del Pacífico
08007,Balleza,08,33560,33577,Tiempo del Pacífico
08008,Batopilas de Manuel Gómez Morín,08,33400,33419,Tiempo del Pacífico
08009,Bocoyna,08,33200,33237,Tiempo del Pacífico
08010,Buenaventura,08,31880,31899,Tiempo del Pacífico
08011,Camargo,08,33600,33779,Tiempo del Pacífico
08012,Carichí,08,33280,33299,Tiempo del Pacífico
08013,Casas Grandes,08,31850,31863,Tiempo del Pacífico
08014,Coronado,08,33990,33997,Tiempo del Pacífico
08015,Coyame del Sotol,08,32850,32854,Tiempo del Pacífico en Frontera
08016,La Cruz,08,33670,33679,Tiempo del Pacífico
08017,Cuauhtémoc,08,31500,31619,Tiempo del Pacífico
08018,Cusihuiriachi,08,33240,33259,Tiempo del Pacífico
08019,Chihuahua,08,31000,31633,Tiempo del Pacífico
08020,Chínipas,08,33360,33367,Tiempo del Pacífico
08021,Delicias,08,33000,33117,Tiempo del Pacífico
08022,Dr. Belisario Domínguez,08,33140,33148,Tiempo del Pacífico
08023,Galeana,08,31870,31870,Tiempo del Pacífico
08024,Santa Isabel,08,33270,33277,Tiempo del Pacífico
08025,Gómez Farías,08,31900,31915,Tiempo del Pacífico
08026,Gran Morelos,08,33260,33269,Tiempo del Pacífico
08027,Guachochi,08,33180,33198,Tiempo del Pacífico
08028,Guadalupe,08,32740,32777,Tiempo del Pacífico en Frontera
